field,rank,asin,title,star,public,price
Canned,58,B0DNKM61FR,Special Dog Excellence by Monge | Puppy & Junior Wet Dog Food | with Tasty Tuna Pâté | Supports Hydration & Palatability | Pack of 24x150g Alu‑Tray | Made in Italy,5.0,4,134.90
Canned,59,B0F5HPM4W2,Special Dog Excellence by Monge | Mini Adult Dog Wet Food with Rabbit Chunkies in Sauce | Pack of 24x100g Pouch | Made in Italy,5.0,1,21.64
Canned,60,B0B5XCKLVG,Thrive Complete Dog Salmon Wet Food 395G,4.5,353,13.33
Canned,61,B0048ZAOXQ,Taste of the Wild High Prairie Canine Recipe with Bison in Gravy 374g,4.3,31,10.40
Canned,62,B01CFRROWC,"Cesar Dog Food, Chicken Dog Wet Food 100g, Formulated Without Grains, Complete and Balanced Dog Nutrition",4.7,13,261.88
Canned,63,B07P7LMJLC,"Cesar Dog Food, Chicken and Vegetables Dog Wet Food Tray of 24x 100g, Without Grains, Complete and Balanced Dog Nutrition",4.6,10,8.35
Canned,64,B0B5N8P8N8,Schesir Dog Wet Food Can-Chicken with Potatoes and Carrots Weight - 85g,4.3,41,8.74
Canned,65,B07LFJSMW4,Royal Canin Medium Adult Wet Dog Food - 140G,5.0,2,120.34
Canned,66,B00IJ5OOMI,Schesir Dog Wet Food-Chicken Fillets With Papaya 150g x 10 Pcs,4.0,1,18.00
Canned,67,B0DJT7K9L5,"Zeal Grain Free Beef Recipe, All life Stages Dog Wet Food 390g - Made in New Zealand",3.7,3,110.00
Canned,68,B0CFTVXJWP,Applaws Topper in Stew Beef with Veg Dog Tin 156g,4.4,31,7.46
Canned,69,B000YZ9N86,"Purina ONE +Plus Lamb & Long Grain Rice Wet Puppy Dog Food (368grams Can, 12 PCs)",4.7,11,12.89
Canned,70,B0BBM7K124,Royal Canin Shih Tzu Adult Wet Dog Food - 85G,4.0,35,17.76
Canned,71,B012H5YV8C,Heads Up For Tails Schesir Jelly Chicken Fillets Dog Can Wet Food150 Gm,4.1,8,15.53
Canned,72,B07MLD6BDL,Farmina N&D Dog Lamb & Pump & Bluberry Puppy 285g,5.0,2,22.00
Canned,73,B01AUVDUOG,"Schesir Dog Can Chicken Fillets With Aloe For 150 Gm, C684",4.3,92,9.70
Canned,74,B08JV5JZ21,"Dolina Noteci Piper with lamb, carrot and brown rice - Wet dog food 500 g",5.0,1,11.95
Canned,75,B07NZ19TGL,"Pedigree Dog Food, with Chicken in Gravy Flavour Dog Food Wet, 400g, Complete & Balanced Dog Wet Food For Adult Dogs",3.1,2,13.60
Canned,76,B0DQQB7ZLL,Hill's Science Plan Puppy & Mother Mousse Dog Wet Food 200g,4.1,12,17.95
Canned,77,B0CT95SJ2T,Brit Wet food Chicken Salmon 400 g,5.0,5,16.00
Canned,78,B07R38SK9N,Farmina N&D Dog Venison & Pumpkin 285g,4.4,32,273.70
Canned,79,B0FK5JFHH4,Royal Canin Size Health Nutrition Mini Adult (Wet Food - Can) 12 x 195 g,5.0,2,11.76
Canned,80,B01N33Q6RB,"Stuzzy Fresh Lamb Dog Wet Food Can 400 g, Multicolor",4.7,"4,537",197.93
Canned,81,B01N5QZ1Q5,Schesir Dog Wet Food-Chicken With Pumpkin 285g x 16 Pcs,4.2,298,184.22
Canned,82,B08TBGXF6D,Fish4Dogs Finest Trout Mousse for Dogs 100g,3.3,7,155.30
Canned,83,B072J7R8QW,"CESAR Adult Wet Dog Food Loaf in Sauce Rotisserie Chicken, Filet Mignon, Angus Beef, and Ham & Egg Flavors Variety Pack, 3.5 oz. Easy Peel Trays, (Pack of 24)",4.0,18,12.90
Canned,84,B097NN76FZ,Kiwi Kitchens Mackerel & Lamb Dinner Canned Wet Dog Food 375G,4.2,85,244.94
Canned,85,B005VBOWIO,Lily's Kitchen Organic Beef Supper Wet Dog Food Box 11x150G,4.1,23,19.79
Canned,86,B083Y4VSTS,Schesir Chicken fillets with Apple Wet Food For Dog 150g x 6cans,4.1,28,10.67
Canned,87,B01K4K96TG,"Purina ONE SmartBlend Classic Ground Wet Dog Food Chicken & Brown Rice Entrée (368grams Can, 12 Pcs)",4.1,31,10.12
Canned,88,B08Q9BTTCC,"Plaisir Dogs Paté (150g) - Packed with healthy ingredients, Dog Pet Food, Adult Wet Dog Food Rich inTurkey Dog Wet Food",4.3,25,13.42
Canned,89,B0798BBPLR,LILY'S KITCHEN Dog Cottage Pie Wet Food (150g),3.6,2,15.75
Canned,90,B07PM3RK4W,"Pedigree Dog Food, with Chicken in Gravy Flavour Dog Food Wet, Pack of 24x400g, Complete & Balanced Dog Wet Food For Adult Dogs",5.0,1,34.63
Canned,91,B004TM9S6C,Lily's Kitchen Lamb Hotpot Wet Dog Food - 400G,4.2,"3,134",12.99
Canned,92,B004GLFD1A,"Schesir Dog Can Chicken Fillets With Papaya For 150 Gm, C370",3.4,20,12.25
Canned,93,B09ZLQZ2BT,Harringtons Chicken & Potato Puppy Wet Food 380g,3.8,7,249.60
